  Shrink.co.GWallFactSG Qmin       Shrink.co.EMet.factE  Cond.fact. Lengthcon. Ref.cond.  Oxy.deman  Oxygenref Met.factG  Metdecay WallFactTG TauFactG   SigmFactE  SigmFactG  WallFactSE WallFactTE RefSigma   RefTau     RefWallTh  WallFactME WallFactMG RandMet    RandHyd    CrossTS    CrossST    CrossAD    ActInf  Hdinp  Ninv      deltaP     Inflow       Conduct.      OxSupTot      tb        tc       tp       PathB      PathE    PathP   TissueFa  VesselFa   NetwFa    PathwE    VelErr     HctErr     DiaErr     VelR      DOxSatM   DOxPressM  DOxSat   DOxPress       EnCons    VolTot     OxDefic     OxEffic   RMSOxyHet   PCapRel     JVrel       AdAvgDia     AdAvgWall   ElongParaAvg  GrowthParaAvg  TauVarRMS   SigmaErr  WallLumen     TauErr    SigAVDiff    SigRsq    SigB     TauAVDiff    TauB      RMSTauP    RMSSigP   RMSAreaP    RMSD3P       Kte DelSeg AdRun DerrR AdRanR OptPar     SigMean  TauMean  AvgDia   AWallTh  AWallArCapFlRMS  CapFluxRMS CapPO2RMS ConsAdSens OxExtr. PathLqRMS  OxDemand  FlowDemR2 FlowDemB
   0.019882   0.674328   0.010000   3.058196   0.813091   1.588077   14292.00    6618.00  0.0000400  94.434  -0.327331   10000.00   0.114198   0.000000   0.000000   1.000000   0.674328   0.114198      34168   0.559846   0.803949   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.030000  1.0000  0.444  11       61.3870    409.4847    6.67055021    80.19933     3.511     3.016     3.906    7362.4    7741.1    7061.7  0.859115  0.798513  1.024255  1.050415  0.6167751  0.6010846  0.4410538  0.5905828   0.08059    25.603   0.03798    11.608     34.3831    45.61469   0.0162954   0.1346133   0.2210107   0.1411570  -0.06520   0.053083954   0.013136117   0.020680607   0.029507414     1.2530     0.22878   0.702430     0.77274   0.037001    0.70990    0.57034    0.40078    0.31204   0.291477   0.103002   0.167740   0.171089   1.000000   0   600     0   1   0.00000000    168689   50.006  14.6882  3.53188  3.53188   0.93615   0.95594   0.28338   1.00000   0.04114   0.40643   6.35068   0.00000   0.00000
 
  Name  oldDia   newDia   Pr_mean  Tau_real  Tau_fit    Vel       Flow    Visc      HD     P_O2      S_O2     S_tot   MetStim   Hydrod   CondSti MetLoc   MetConv   Typ   WallTh   Sigma    SO2in    SO2out     deltaP   ConsAdFact
  1061    8.910    8.788   20.577   41.641   -1.159   0.5545      2.0072  8.226   0.5421  80.5053   0.9048   0.0097   1.3799   0.0000   0.0782   1.2100     46.4     2    1.071    125730   0.9229   0.8868     6.99757   1.0000000
  1063    4.430    9.089   19.206   30.338   -1.152   0.3523      1.3646  9.758   0.5966  78.7466   0.8990   0.0097   1.5153   0.0000   0.0883   1.2484     43.6     2    0.924    138196   0.9171   0.8809     3.69636   1.0000000
  1064    7.050    9.372   19.276   11.748   -1.152   0.1737      0.7147  7.901   0.5484  70.5040   0.8646   0.0103   1.9933   0.0000   0.0934   1.8665     70.6     2    0.740    174629   0.9147   0.8145     1.85165   1.0000000
  1065    4.140    7.971   18.178   13.358   -1.149   0.1441      0.4297  9.220   0.5504  71.5011   0.8695   0.0080   1.9262   0.0000   0.0840   1.7274     36.7     2    0.655    158978   0.9110   0.8280     1.23648   1.0000000
  1066    6.560    9.494   20.296   29.590   -1.157   0.3657      1.5441  9.574   0.6039  78.9512   0.8997   0.0105   1.5246   0.0000   0.0958   1.3528     50.5     2    0.989    142795   0.9207   0.8786     4.60396   1.0000000
  1067    6.430    8.763   19.280   27.959   -1.152   0.2738      0.9849 11.152   0.6237  78.4750   0.8980   0.0107   1.5554   0.0000   0.0889   1.3290     34.7     2    0.893    138265   0.9180   0.8781     2.94507   1.0000000
  1068    7.350    8.143   26.136   60.795   -1.238   0.9035      2.8079  6.830   0.4630  82.6426   0.9114   0.0093   1.2029   0.0000   0.0832   1.1455     42.1     2    1.388    119117   0.9303   0.8925    13.78205   1.0000000
  1069    6.330    6.927   22.444   57.927   -1.176   0.6396      1.4386  7.821   0.4643  81.7421   0.9087   0.0088   1.2261   0.0000   0.0665   1.0257     22.9     2    1.096    109112   0.9234   0.8940     6.17446   1.0000000
  1071    5.920    6.499   19.828   13.685   -1.155   0.1753      0.3465  6.318   0.3498  67.6427   0.8494   0.0109   1.9524   0.0000   0.0594   1.7666     31.6     2    0.630    148590   0.9101   0.7887     1.16684   1.0000000
  1072    7.240   11.555   18.754   41.887   -1.150   0.4638      2.9021 13.008   0.7221  80.2158   0.9039   0.0103   1.3891   0.0000   0.0777   0.3304     68.4     2    1.183    134044   0.9062   0.9016     1.33841   1.0000000
  1073    8.400   12.154   19.667   21.331   -1.154   0.6588      4.5614  4.906   0.4795  73.1514   0.8771   0.0098   1.6934   0.0000   0.1014   0.6777    221.1     3    1.048    164387   0.8860   0.8681     2.59164   1.0000000
  1074    5.640    9.000   17.838   33.929   -1.148   1.2072      4.5732  3.150   0.2450  73.4943   0.8786   0.0148   1.4663   0.0000   0.0859   0.7026    129.5     3    0.925    126758   0.8917   0.8654     4.17990   1.0000000
  1079    7.050   10.296   19.997   31.391   -1.155   0.6100      3.0231  6.597   0.5210  76.5318   0.8909   0.0116   1.5103   0.0000   0.0900   0.3289     95.2     2    1.051    143046   0.8940   0.8878     1.12702   1.0000000
  1080    9.450    9.291   21.118   47.972   -1.163   0.6951      2.8104  7.991   0.5485  81.8322   0.9090   0.0102   1.2262   0.0000   0.1361   0.8702     44.7     2    1.193    123119   0.9185   0.8994     5.72059   1.0000000
  1081    7.690    6.771   20.331   63.848   -1.157   0.8032      1.7240  6.706   0.4416  80.0734   0.9034   0.0088   1.2098   0.0000   0.0434   0.5338     26.4     2    1.079     98105   0.9086   0.8983     2.78773   1.0000000
  1082    4.430    6.487   28.220  127.694   -1.287   1.6029      3.1573  6.438   0.3568  85.7599   0.9200   0.0086   0.8179   0.0000   0.0932   0.7259     17.7     2    1.581     95613   0.9308   0.9091    18.17767   1.0000000
  1083    7.710    7.223   28.856   84.010   -1.303   1.2148      2.9676  6.224   0.3957  84.6932   0.9172   0.0091   0.9480   0.0000   0.1480   0.8485     23.4     4    1.581    106624   0.9297   0.9046    12.88818   1.0000000
  1085   14.660    9.470   25.679   33.507   -1.228   0.6056      2.5423  6.528   0.4942  80.2874   0.9041   0.0105   1.3665   0.0000   0.1730   1.2222     56.8     4    1.319    139219   0.9237   0.8846     6.53529   1.0000000
  1086    9.580    8.717   22.930   33.154   -1.182   0.4740      1.6869  7.598   0.5175  78.7567   0.8990   0.0101   1.4591   0.0000   0.1060   1.1476     47.1     2    1.100    135771   0.9159   0.8821     4.21409   1.0000000
  1087    4.720    7.907   21.891   30.499   -1.170   0.3651      1.0695  8.233   0.5183  77.7728   0.8955   0.0097   1.5133   0.0000   0.0906   0.9757     34.1     2    0.964    133642   0.9088   0.8823     2.13586   1.0000000
  1089    5.060    9.232   20.738   15.105   -1.160   0.3049      1.2160  5.698   0.4500  71.4713   0.8693   0.0110   1.8361   0.0000   0.1137   1.5376     82.8     2    0.820    168538   0.9052   0.8335     2.41817   1.0000000
  1090    7.560   11.145   20.103   36.765   -1.156   0.5452      3.1683  9.361   0.6394  78.2565   0.8973   0.0113   1.4718   0.0000   0.0697   0.1300     91.0     2    1.186    138565   0.8982   0.8963     0.48778   1.0000000
  1091    9.090   10.653   20.698   38.279   -1.160   0.5590      2.9696  9.088   0.6190  80.0913   0.9035   0.0110   1.3857   0.0000   0.1108   0.9679     69.4     2    1.194    136164   0.9142   0.8928     5.30981   1.0000000
  1092    6.590    6.471   25.104  115.587   -1.217   1.5524      3.0517  6.011   0.3824  85.9807   0.9205   0.0084   0.6849   0.0000   0.2053   0.2998     11.8     1    1.509     88263   0.9230   0.9180     3.95245   1.0000000
  1093    6.560    8.728   19.778   19.920   -1.154   0.6316      2.2640  3.439   0.1712  63.0406   0.8203   0.0102   1.7703   0.0000   0.0644   0.8372    131.7     3    0.863    146359   0.8456   0.7950     1.68182   1.0000000
  1094    7.210    4.677   34.137  455.179   -1.451   3.2705      3.3882  8.157   0.1529  88.4446   0.9265  -0.0108   0.3474   0.0000   0.0372   0.3356      4.2     2    3.375     54391   0.9360   0.9170    35.74375   1.0000000
  1095    5.060    5.225   23.958  254.021   -1.197   2.4273      3.1245  6.837   0.2596  87.3714   0.9240   0.0004   0.5222   0.0000   0.0525   0.4032      7.3     2    1.640     66877   0.9300   0.9179    17.89536   1.0000000
  1096    7.350    8.512   21.517   40.819   -1.166   1.1337      3.8721  3.832   0.3852  82.9101   0.9122  -0.0006   1.0008   0.0000   0.3172   0.7823     35.0     1    1.099    125459   0.9220   0.9023     5.29601   1.0000000
  1097    5.380    6.097   42.447  180.789   -1.658   3.3781      5.4601  3.918   0.2139  89.0361   0.9279  -0.2249   0.3703   0.0000   0.1107   0.3613      7.4     4    2.157    103292   0.9363   0.9195    22.73165   1.0000000
  1098    5.840    5.660   30.771  119.998   -1.356   1.2594      1.8899  6.721   0.0805  71.1920   0.8680   0.2683   1.2383   0.0000   0.0556   1.2223     31.0     2    1.692     88765   0.9325   0.8034    15.65882   1.0000000
  1102    7.130    4.715   50.448  398.789   -1.797   4.0955      4.5730  5.925   0.2670  91.9534   0.9341  -0.0250   0.1339   0.0000   0.2198   0.1321      1.7     1    4.111     73938   0.9381   0.9301    30.16398   1.0000000
  1106    6.820    7.600   25.097   46.588   -1.217   0.7248      1.9746  6.109   0.4170  80.0066   0.9032   0.0010   1.3322   0.0000   0.0714   1.1897     40.7     2    1.187    123940   0.9241   0.8824     7.89503   1.0000000
  1108   12.680    8.967   21.314   34.443   -1.165   0.4902      1.8573  7.875   0.5491  77.5145   0.8946   0.0000   1.4920   0.0000   0.0640   0.8400     56.1     2    1.091    130975   0.9042   0.8850     2.82859   1.0000000
  1109    6.640   11.516   20.059    6.619   -1.156   0.2148      1.3269  4.412   0.4255  62.7488   0.8183   0.0208   2.3541   0.0000   0.0684   0.4382    300.8     3    0.745    217881   0.8313   0.8052     0.31917   1.0000000
  1110    8.620   10.237   20.032    6.805   -1.156   0.1295      0.6436  6.747   0.5237  58.1048   0.7814  -0.0026   2.2582   0.0000   0.0998   1.5073    117.8     2    0.723    203393   0.8178   0.7450     0.60983   1.0000000
  1111   14.370    9.599   22.519   37.248   -1.177   0.5692      2.4737  7.856   0.5599  80.0111   0.9032   0.0014   1.3847   0.0000   0.1146   1.0900     57.7     2    1.225    132698   0.9174   0.8891     5.71230   1.0000000
  1112    6.020    8.843   20.917   14.033   -1.161   0.2500      0.9217  6.205   0.4682  72.1905   0.8727   0.0006   1.7973   0.0000   0.1551   1.2025     57.5     2    0.827    163066   0.8955   0.8500     1.16836   1.0000000
  1115    8.460    9.173   23.195   47.053   -1.186   0.6202      2.4637  8.708   0.5765  81.5998   0.9083   0.0000   1.2935   0.0000   0.0948   1.0852     46.2     2    1.240    130060   0.9221   0.8944     7.54749   1.0000000
  1116   10.700    6.191   21.531   37.631   -1.167   0.3533      0.6393  8.250   0.4453  78.4572   0.8980   0.0007   1.4387   0.0000   0.0549   1.0836     17.2     2    0.891    114207   0.9152   0.8807     2.23596   1.0000000
  1117    6.210    9.191   20.481   47.401   -1.158   0.4177      1.6657 13.048   0.6776  81.2397   0.9072   0.0003   1.3166   0.0000   0.0711   0.7372     33.1     2    1.125    125355   0.9137   0.9006     2.84514   1.0000000
  1118   10.350    7.743   23.297   60.684   -1.187   0.5760      1.6297 10.203   0.5761  82.3883   0.9106   0.0001   1.2112   0.0000   0.0628   0.9320     25.0     2    1.238    112738   0.9211   0.9002     5.76738   1.0000000
  1119    6.320    6.297   22.308   19.818   -1.174   0.4291      0.8022  3.636   0.1689  65.8419   0.8388  -0.0010   1.7502   0.0000   0.0622   1.5852     44.9     2    0.755    138913   0.9112   0.7663     2.31717   1.0000000
  1120    6.430    5.952   21.635   37.284   -1.167   0.4417      0.7384  6.284   0.3046  75.7238   0.8878   0.0003   1.4459   0.0000   0.0495   1.0883     20.1     2    0.846    115963   0.9096   0.8660     2.30491   1.0000000
  1121    6.520    6.542   26.262   82.632   -1.241   1.1476      2.3142  5.888   0.3221  82.5375   0.9111   0.0010   1.0809   0.0000   0.0542   1.0258     25.7     2    1.409     98760   0.9309   0.8913    13.95244   1.0000000
  1122    5.300    9.108   23.140   54.547   -1.185   0.8586      3.3149  7.188   0.5701  84.3245   0.9162   0.0098   1.0964   0.0000   0.1820   1.0139     38.2     2    1.305    121890   0.9291   0.9032    11.09402   1.0000000
  1123    5.640    7.576   31.691   73.786   -1.381   1.3540      3.6631  5.161   0.4313  86.0047   0.9206  -0.1200   0.8742   0.0000   0.1417   0.8376     23.8     2    1.692    115690   0.9330   0.9082    14.34199   1.0000000
  1126    6.790    9.059   18.871   32.287   -1.151   1.0196      4.4856  3.824   0.4146  80.8949   0.9061  -0.2646   1.1483   0.0000   0.0822   0.5292     58.8     3    0.922    151831   0.9114   0.9008     2.46067   1.0000000
  1127    6.790    6.292   22.009   91.954   -1.171   0.8725      1.6167  8.260   0.4340  85.0943   0.9182  -0.0592   0.7896   0.0000   0.1442   0.1992      8.4     1    1.215     90165   0.9196   0.9168     1.07811   1.0000000
  1128    8.110    6.534   24.975   30.925   -1.215   0.2702      0.4590  8.588   0.0009   0.0000   0.0075   0.7782   2.5182   0.0000   0.0699   2.5113    154.2     2    1.269     90718   0.9244   0.0000     4.74076   1.0000000
  1134   10.890   10.540   20.699   27.813   -1.160   1.0572      5.4354  3.435   0.3419  72.7112   0.8751   0.0197   1.5437   0.0000   0.0871   0.4087    185.0     2    0.678    225539   0.8804   0.8698     1.96076   1.0000000
  1135    5.080   13.466   23.853   19.273   -1.195  -1.5591    -12.9953  2.055   0.2193  71.1149   0.8676  -0.0612   1.5411   0.0000   0.1841   0.2447    439.0     3    1.198    190541   0.8719   0.8633    -1.33373   1.0000000
  1137    7.530    6.469   24.387   50.966   -1.204   1.4146      2.7623  2.899   0.1190  73.4399   0.8783  -0.0040   1.2494   0.0000   0.0872   1.0576     46.5     2    1.138    107860   0.9157   0.8410     7.28671   1.0000000
  1138    4.540    7.518   21.683   52.075   -1.168   1.3383      3.5324  3.640   0.2438  76.6986   0.8916   0.0046   1.2792   0.0000   0.0644   1.0727     63.8     2    1.084    113928   0.9144   0.8688    10.24765   1.0000000
  1139    7.750    8.188   19.477   33.538   -1.153   0.8648      2.7224  3.962   0.3014  74.7160   0.8837   0.0080   1.4524   0.0000   0.0949   1.1818     74.7     2    0.951    124430   0.9077   0.8598     6.04327   1.0000000
  1171    8.860   10.126   18.291   16.640   -1.149   0.3451      1.6680  6.105   0.5000  65.2639   0.8351  -0.0005   1.8001   0.0000   0.0967   1.8001    104.2     2    0.848    157794   0.8675   0.8028     3.32685   1.0000000
  1179    8.290    9.089   18.836   14.167   -1.150   0.5135      2.0000  3.135   0.2588  61.2002   0.8069  -0.0004   1.8501   0.0000   0.1144   1.8501    140.3     2    0.775    159873   0.8685   0.7452     3.72935   1.0000000
  1210    7.240   10.938   19.856   11.079   -1.155   0.2671      1.5065  5.673   0.4997  63.4919   0.8235  -0.0004   1.9722   0.0000   0.1243   1.9722    140.7     2    0.838    186000   0.8691   0.7778     2.61003   1.0000000
  1214   10.100    7.220   21.764   22.067   -1.169   0.5484      1.3482  3.633   0.1972  62.5248   0.8167  -0.0009   1.7105   0.0000   0.0589   1.4748     68.4     2    0.859    136533   0.8628   0.7705     2.81169   1.0000000
  1215    6.950    7.463   24.014   37.451   -1.198   0.9548      2.5076  3.660   0.2405  68.6057   0.8548  -0.0007   1.3308   0.0000   0.1366   1.1959     51.4     4    1.080    126648   0.8751   0.8344     4.61687   1.0000000
  1216   12.630   11.006   24.736   27.630   -1.210   0.8744      4.9999  4.351   0.4175  71.1308   0.8677  -0.0025   1.1525   0.0000   0.3601   0.9382     66.2     2    1.306    155579   0.8748   0.8607     2.77051   1.0000000
  1220    6.950    8.361   15.744   20.036   -1.146   0.6743      2.2226  3.106   0.2326  63.0578   0.8204  -0.0008   1.6823   0.0000   0.0973   1.2369    105.2     2    0.705    134920   0.8489   0.7920     2.64630   1.0000000
  1221    5.400   10.850   16.849   12.623   -1.147   0.5767      3.2004  2.969   0.2851  62.3485   0.8154  -0.0006   1.8164   0.0000   0.1743   1.6747    207.2     2    0.774    168619   0.8611   0.7697     3.64003   1.0000000
  1222    6.060    8.062   17.335   35.615   -1.147   1.0506      3.2205  3.418   0.2496  66.6881   0.8439  -0.0008   1.4175   0.0000   0.0859   1.3329     81.2     2    0.896    115580   0.8683   0.8194     6.50358   1.0000000
  1223    6.430    8.014   16.061    5.904   -1.146   0.2839      0.8594  2.084   0.1030  44.8774   0.6222   0.0006   2.2454   0.0000   0.1449   2.0589    152.1     2    0.517    176557   0.8440   0.4005     1.08492   1.0000000
  1230   11.620   10.560   15.852   18.192   -1.146   0.3624      1.9056  6.628   0.5387  65.0220   0.8336  -0.0008   1.6682   0.0000   0.1467   1.3223     87.3     2    0.807    148936   0.8480   0.8193     1.90241   1.0000000
  1231    9.900   13.631   15.112    7.800   -1.146   0.4156      3.6359  3.197   0.4154  61.2587   0.8073   0.0011   2.1228   0.0000   0.1419   0.3498    480.1     3    0.724    199553   0.8138   0.8008     0.42155   1.0000000
  1235    6.840   11.105   21.289   19.977   -1.164   0.3828      2.2245  7.245   0.5741  68.1956   0.8525   0.0001   1.4026   0.0000   0.2976   0.8987     54.2     1    1.031    167042   0.8583   0.8467     0.99322   1.0000000
  1236    7.050    8.811   19.325    2.235   -1.152   0.1301      0.4757  1.893   0.0979   0.0000   0.2270  -0.0000   2.7191   0.0000   0.1789   2.4917    253.9     2    0.491    244067   0.5788   0.0000     0.32692   1.0000000
  1237    8.710    6.529   19.290    1.148   -1.152   0.0526      0.1058  1.782   0.0302   0.0000   0.0121  -0.0010   3.1069   0.0000   0.1599   2.8170    148.0     2    0.364    243398   0.3860   0.0000     0.12938   1.0000000
  1238    8.910    3.500   19.241    0.297   -1.152   0.0067      0.0039  1.936   0.0000   0.0000   0.0000  -0.1013   3.6584   0.0000   0.1433   3.6047     63.2     2 1073.911     12866   0.1802   0.0000     0.03125   1.0000000
  1302    6.430    5.626   48.939  164.227   -1.775   3.1507      4.6959  3.664   0.1200  82.5741   0.9112   0.0071   0.7729   0.0000   0.0964   0.7716     23.2     2    3.105     91692   0.9373   0.8851    32.25581   1.0000000
  1303   10.500   10.537   40.043   50.350   -1.604   1.9225      9.9998  3.440   0.3240  85.9691   0.9205   0.0049   0.7609   0.0000   0.4597   0.7301     47.7     2    2.465    140192   0.9326   0.9084    14.11629   1.0000000
  1321    7.050    8.698   15.420   23.202   -1.146   0.6191      2.2085  4.076   0.3304  64.1418   0.8279  -0.0008   1.6655   0.0000   0.0612   0.9375    100.5     2    0.740    131061   0.8413   0.8144     1.96371   1.0000000
  1327    4.410   10.091   18.871   17.335   -1.151   0.1995      0.9372 10.847   0.6304  75.2396   0.8859   0.0157   1.7550   0.0000   0.1107   1.4534     52.9     2    0.670    198857   0.9108   0.8610     1.91767   1.0000000
  1352    4.200    5.010   25.210  212.514   -1.219   1.8586      2.1364  7.059   0.1387  80.7562   0.9056   0.1449   0.7297   0.0000   0.0931   0.4691      9.4     2    1.648     66725   0.9139   0.8974     7.91495   1.0000000
  1380    5.610    9.787   20.339   33.510   -1.157   0.4439      1.9986  9.224   0.6115  79.1512   0.9004   0.0097   1.4690   0.0000   0.0928   1.2048     57.1     2    1.053    139348   0.9164   0.8843     5.04884   1.0000000
  1387    6.130   11.839   20.853   41.146   -1.161   0.5376      3.5203 11.277   0.6990  79.0510   0.9000   0.0139   1.4583   0.0000   0.0479   0.2702     97.9     2    1.271    142366   0.9020   0.8980     1.28517   1.0000000
  1399    7.350    5.060   35.010  158.904   -1.475   1.2902      1.5532  7.781   0.0004   0.0000   0.0181   0.7502   1.7771   0.0000   0.0453   1.7770     92.0     2    2.935     63492   0.9378   0.0000    17.35867   1.0000000
  1402    7.520    6.995   21.042    9.844   -1.162   0.2438      0.5623  3.531   0.1998  54.2912   0.7447  -0.0002   2.1195   0.0000   0.0586   2.1195     74.8     4    0.643    166484   0.8699   0.6194     1.48561   1.0000000
  1403    7.530    7.281   20.303    3.043   -1.157   0.0721      0.1801  3.843   0.2441  40.5258   0.5481  -0.0001   2.7237   0.0000   0.0692   2.7237    100.4     2    0.486    216195   0.8683   0.2280     0.44127   1.0000000
  1409    6.700    6.861   20.278    8.078   -1.157   0.2273      0.5043  3.048   0.1514  49.1902   0.6845  -0.0001   2.2171   0.0000   0.0604   2.2171     84.3     2    0.589    171009   0.8688   0.5001     1.24280   1.0000000
  1521    7.050   12.821   19.499   19.632   -1.153   0.2931      2.2667 10.725   0.7111  78.0976   0.8967   0.0045   1.6162   0.0000   0.1728   1.3239     91.8     2    1.039    173226   0.9150   0.8784     3.38555   1.0000000
  1522    3.870   11.940   18.449   26.455   -1.149   0.3497      2.3450 11.282   0.7050  77.7695   0.8955   0.0043   1.5763   0.0000   0.0981   0.6316     86.4     2    1.030    154678   0.9015   0.8896     1.63301   1.0000000
  1523    6.520    7.384   20.403   45.320   -1.158   0.3707      0.9516 11.277   0.6343  80.6739   0.9054   0.0031   1.3580   0.0000   0.0527   0.8118     21.0     2    0.986    115371   0.9135   0.8972     2.26096   1.0000000
  1524    4.410    7.661   30.965   65.154   -1.361   1.0994      3.0321  5.668   0.3889  82.8434   0.9120   0.0037   1.1484   0.0000   0.0966   1.1170     39.8     2    1.505    125471   0.9328   0.8912    15.67863   1.0000000
  1527    3.870    7.103   22.268   55.960   -1.174   0.4397      1.0381 11.262   0.6059  82.8322   0.9120   0.0060   1.2204   0.0000   0.0752   0.9972     16.4     2    1.036    116034   0.9236   0.9002     4.36499   1.0000000
  1532    6.790    8.099   18.329   31.079   -1.149   0.4383      1.3525  7.173   0.4801  78.0531   0.8965   0.0033   1.4563   0.0000   0.1074   1.0529     37.6     4    0.859    127306   0.9117   0.8814     2.82822   1.0000000
  1535    3.990   10.217   19.476   24.489   -1.153   0.4192      2.0577  7.454   0.5582  76.1025   0.8893   0.0048   1.6286   0.0000   0.0867   1.1623     85.9     2    0.957    151316   0.9064   0.8722     3.53355   1.0000000
  1537    4.310    8.171   19.772   27.020   -1.154   0.5714      1.7958  4.827   0.3834  75.6416   0.8875   0.0022   1.5003   0.0000   0.1275   1.1951     55.3     2    0.881    135329   0.9089   0.8661     3.65463   1.0000000
  1546    6.590    6.767   19.719   35.869   -1.154   0.3253      0.6998  9.312   0.5302  79.6860   0.9022   0.0053   1.4004   0.0000   0.0942   1.0044     17.1     2    0.834    119465   0.9154   0.8889     1.95471   1.0000000
  1547    7.050   13.102   19.656   17.625   -1.154   0.4242      3.4249  6.799   0.6058  75.3521   0.8863   0.0056   1.6829   0.0000   0.1670   1.1738    162.1     2    1.030    179582   0.9029   0.8698     3.47022   1.0000000
  1549   11.090   11.136   19.334   29.808   -1.152   0.4719      2.7487  8.778   0.6278  79.2298   0.9006   0.0055   1.4613   0.0000   0.1355   1.0692     77.0     2    1.090    144103   0.9134   0.8878     4.44196   1.0000000
  1551    5.080    7.641   20.294   14.991   -1.157   0.3019      0.8305  4.743   0.3329  69.4034   0.8590   0.0021   1.8452   0.0000   0.0965   1.6858     58.0     2    0.722    156737   0.9123   0.8057     2.16726   1.0000000
  1565    7.140   10.694   18.573   64.641   -1.150   0.4494      2.4050 19.160   0.7772  82.3256   0.9105   0.0118   1.2442   0.0000   0.0312   0.0941     40.0     2    1.249    117743   0.9110   0.9099     0.44595   1.0000000
  1567    9.770   10.920   19.068   66.431   -1.151   0.5308      2.9652 17.034   0.7610  83.8120   0.9147   0.0101   1.1275   0.0000   0.1003   0.4936     36.9     2    1.351    114898   0.9180   0.9115     3.36878   1.0000000
  1572    3.800    7.970   18.897    9.085   -1.151   0.1364      0.4058  6.616   0.4502  65.8972   0.8391   0.0107   2.1217   0.0000   0.0906   1.9478     54.6     2    0.612    175727   0.9062   0.7719     1.05222   1.0000000
  1573   12.310   10.237   21.542   32.093   -1.167  -0.7219     -3.5446  5.673   0.4756  76.2243   0.8898   0.0101   1.5082   0.0000   0.0906   0.2906    111.0     4    1.184    137848   0.8927   0.8868    -1.15759   1.0000000
  1574    4.990    6.824   22.157   32.961   -1.173  -0.5828     -1.2715  4.811   0.2651  75.0395   0.8851   0.0150   1.4728   0.0000   0.0903   1.3587     36.8     2    0.909    125106   0.9214   0.8487    -4.45824   1.0000000
  1579   10.970    6.700   19.997   13.640   -1.155   0.2626      0.5526  4.338   0.2336  65.5683   0.8371   0.0105   1.8928   0.0000   0.0999   1.4886     43.4     2    0.656    148695   0.8940   0.7801     1.12702   1.0000000
  1581    7.280    6.417   20.364   47.307   -1.158   0.5589      1.0773  6.767   0.2883  77.0273   0.8928   0.0093   1.3477   0.0000   0.0447   0.8852     23.1     2    0.918    107911   0.9086   0.8770     2.72345   1.0000000
  1590    5.950    6.046   19.938   13.395   -1.155   0.1785      0.3055  5.650   0.2695  65.8199   0.8386   0.0103   1.9368   0.0000   0.0734   1.5809     27.0     2    0.600    146315   0.8982   0.7790     0.81850   1.0000000
  1591    7.050    8.632   21.606   27.204   -1.167   0.3925      1.3685  7.451   0.5055  77.0525   0.8929   0.0112   1.5603   0.0000   0.1006   1.2801     48.7     2    0.969    141886   0.9142   0.8716     3.49359   1.0000000
  1593    5.730    5.591   21.873   25.396   -1.170  -0.4780     -0.7042  3.713   0.1597  68.2112   0.8526   0.0074   1.6194   0.0000   0.0675   1.5163     29.0     2    0.756    122397   0.9180   0.7871    -2.50794   1.0000000
  1596    7.140    7.794   19.842   40.680   -1.155   1.0176      2.9133  3.895   0.3317  78.8098   0.8992  -0.0011   1.2978   0.0000   0.1227   1.1763     55.1     2    0.978    118572   0.9220   0.8763     8.64657   1.0000000
  1598    5.620    6.294   34.841  225.846   -1.470   3.2399      6.7187  5.780   0.3681  90.6082   0.9313  -0.2435   0.2141   0.0000   0.1050   0.1105      4.3     4    1.870    108395   0.9325   0.9301     7.51905   1.0000000
  1610    4.390    8.936   20.565   11.083   -1.159  -0.1832     -0.6936  6.778   0.4892  64.8169   0.8323  -0.0053   1.8042   0.0000   0.2210   1.0958     44.1     1    0.758    176319   0.8467   0.8178    -0.45525   1.0000000
  1612    8.460   11.490   21.073   26.735   -1.163   0.4650      2.8973  8.265   0.6228  77.0101   0.8927   0.0002   1.5540   0.0000   0.1045   0.3126    101.2     2    1.016    173331   0.8955   0.8900     0.85604   1.0000000
  1617    6.300   10.071   20.287   44.245   -1.157   0.4337      2.0761 12.853   0.6947  81.1484   0.9069   0.0001   1.3293   0.0000   0.0883   0.7687     42.4     2    1.168    130327   0.9137   0.9001     3.23272   1.0000000
  1618    5.920    9.993   22.898   35.666   -1.182   0.5280      2.4891  8.445   0.5994  80.4478   0.9047   0.0002   1.3964   0.0000   0.1178   1.2062     59.8     2    1.176    145203   0.9211   0.8882     6.56492   1.0000000
  1620    6.950    7.603   21.319   60.679   -1.165   0.7057      1.9256  8.179   0.5157  80.4527   0.9047  -0.0005   1.2164   0.0000   0.0526   0.5665     29.9     2    1.137    109410   0.9096   0.8997     2.93603   1.0000000
  1622    6.320    7.634   23.616   70.579   -1.192   0.7419      2.0651  9.140   0.4831  83.6885   0.9144  -0.0188   1.1037   0.0000   0.0677   1.0224     24.3     2    1.270    111499   0.9291   0.8996    10.14353   1.0000000
  1623    8.980    8.667   28.998   62.056   -1.307   1.1185      3.9770  6.024   0.3980  82.0978   0.9098   0.1050   1.2200   0.0000   0.1555   1.1993     62.2     2    1.722    116931   0.9330   0.8865    19.72714   1.0000000
